"","Project","Location","UTM_Zone","Easting","Northing","DateStart","DateLastWorking","CameraWorking","Month","Year"
"683","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-09-28,2013-10-19,"Yes",9,2013
"684","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-10-19,2013-11-09,"Yes",10,2013
"685","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-11-09,2013-11-30,"Yes",11,2013
"686","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-11-30,2013-12-23,"Yes",11,2013
"687","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2013-12-23,2014-01-11,"Yes",12,2013
"688","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-01-11,2014-02-01,"Yes",1,2014
"689","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-02-15,2014-03-08,"Yes",2,2014
"690","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-03-08,2014-03-29,"Yes",3,2014
"691","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-03-29,2014-04-21,"Yes",3,2014
"692","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-04-21,2014-05-12,"Yes",4,2014
"693","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-05-12,2014-05-31,"Yes",5,2014
"694","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-05-31,2014-06-21,"Yes",5,2014
"695","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-06-21,2014-07-12,"Yes",6,2014
"696","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-07-12,2014-08-04,"Yes",7,2014
"697","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-08-04,2014-08-23,"Yes",8,2014
"698","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-08-23,2014-09-13,"Yes",8,2014
"699","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-09-13,2014-10-04,"Yes",9,2014
"700","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-10-04,2014-10-24,"Yes",10,2014
"701","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-10-24,2014-11-15,"Yes",10,2014
"702","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-11-15,2014-12-06,"Yes",11,2014
"703","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-12-06,2014-12-31,"Yes",12,2014
"704","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2014-12-31,2015-01-19,"Yes",12,2014
"705","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-01-19,2015-02-09,"Yes",1,2015
"706","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-02-09,2015-03-01,"Yes",2,2015
"707","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-03-01,2015-03-23,"Yes",3,2015
"708","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-03-23,2015-04-12,"Yes",3,2015
"709","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-04-12,2015-05-10,"Yes",4,2015
"710","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-05-10,2015-06-08,"Yes",5,2015
"711","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-06-08,2015-07-06,"Yes",6,2015
"712","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-07-06,2015-08-10,"Yes",7,2015
"713","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-08-10,2015-09-15,"Yes",8,2015
"714","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-09-15,2015-10-11,"Yes",9,2015
"715","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-10-11,2015-11-10,"Yes",10,2015
"716","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-11-10,2015-12-14,"Yes",11,2015
"717","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2015-12-14,2016-01-07,"Yes",12,2015
"718","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-01-07,2016-02-09,"Yes",1,2016
"719","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-02-09,2016-03-16,"Yes",2,2016
"720","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-03-16,2016-04-11,"Yes",3,2016
"721","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-04-11,2016-05-11,"Yes",4,2016
"722","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-05-11,2016-06-13,"Yes",5,2016
"723","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-06-13,2016-08-08,"Yes",6,2016
"724","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-08-08,2016-09-12,"Yes",8,2016
"725","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-09-12,2016-10-11,"Yes",9,2016
"726","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-10-11,2016-11-16,"Yes",10,2016
"727","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-11-16,2016-12-13,"Yes",11,2016
"728","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2016-12-13,2017-01-03,"Yes",12,2016
"729","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-01-03,2017-02-13,"Yes",1,2017
"730","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-02-13,2017-03-14,"Yes",2,2017
"731","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-03-14,2017-04-04,"Yes",3,2017
"732","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-05-08,2017-06-13,"Yes",5,2017
"733","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-06-13,2017-07-10,"Yes",6,2017
"734","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-07-10,2017-08-14,"Yes",7,2017
"735","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-08-14,2017-09-11,"Yes",8,2017
"736","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-09-11,2017-10-11,"Yes",9,2017
"737","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-10-11,2017-11-14,"Yes",10,2017
"738","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-11-14,2017-12-11,"Yes",11,2017
"739","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2017-12-11,2017-12-24,"No",12,2017
"740","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-01-08,2018-02-12,"Yes",1,2018
"741","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-02-12,2018-03-12,"Yes",2,2018
"742","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-03-12,2018-04-09,"Yes",3,2018
"743","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-04-09,2018-05-18,"Yes",4,2018
"744","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-05-18,2018-06-12,"Yes",5,2018
"745","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-06-12,2018-07-11,"Yes",6,2018
"746","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-07-11,2018-08-16,"Yes",7,2018
"747","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-08-16,2018-09-07,"Yes",8,2018
"748","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-09-07,2018-10-10,"Yes",9,2018
"749","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-10-10,2018-11-15,"Yes",10,2018
"750","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-11-15,2018-12-10,"Yes",11,2018
"751","Wildlife Crossing Structures","Stewart South Jumpout","11","620871","5655588",2018-12-10,2019-01-07,"Yes",12,2018
"752","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2007-12-28,2008-07-08,"Yes",12,2007
"753","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2008-07-08,2008-07-21,"No",7,2008
"754","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2008-08-15,2008-08-29,"No",8,2008
"755","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2008-09-24,2009-10-12,"Yes",9,2008
"756","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2008-10-13,2008-11-02,"Yes",10,2008
"757","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2008-11-02,2008-11-02,"Yes",11,2008
"758","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2009-10-12,2009-10-12,"No",10,2009
"759","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2009-11-02,2009-11-24,"Yes",11,2009
"760","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2009-11-24,2009-11-24,"No",11,2009
"761","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2009-12-16,2010-02-28,"Yes",12,2009
"762","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2010-02-12,2011-07-04,"Yes",2,2010
"763","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-04-09,2011-05-02,"Yes",4,2011
"764","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-05-02,2011-05-21,"Yes",5,2011
"765","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-05-21,2011-06-02,"Yes",5,2011
"766","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-06-02,2011-06-13,"Yes",6,2011
"767","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-07-04,2011-07-25,"Yes",7,2011
"768","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-07-25,2011-08-14,"No",7,2011
"769","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-08-15,2011-08-21,"No",8,2011
"770","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-09-05,2011-09-26,"Yes",9,2011
"771","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-09-26,2011-10-17,"Yes",9,2011
"772","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-10-17,2011-11-07,"Yes",10,2011
"773","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-11-07,2011-11-28,"Yes",11,2011
"774","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-11-28,2011-12-19,"Yes",11,2011
"775","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2011-12-19,2012-01-09,"Yes",12,2011
"776","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-01-09,2012-01-28,"Yes",1,2012
"777","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-01-28,2012-02-03,"Yes",1,2012
"778","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-02-03,2012-02-21,"Yes",2,2012
"779","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-02-21,2012-03-12,"Yes",2,2012
"780","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-03-12,2012-04-02,"Yes",3,2012
"781","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-04-02,2012-04-21,"Yes",4,2012
"782","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-04-21,2012-05-14,"Yes",4,2012
"783","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-05-14,2012-06-04,"Yes",5,2012
"784","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-06-04,2012-06-28,"Yes",6,2012
"785","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-06-28,2012-07-14,"Yes",6,2012
"786","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-07-14,2012-08-06,"Yes",7,2012
"787","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-08-06,2012-08-27,"Yes",8,2012
"788","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-08-27,2012-09-17,"Yes",8,2012
"789","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-09-17,2012-10-08,"Yes",9,2012
"790","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-10-08,2012-10-25,"No",10,2012
"791","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-11-08,2012-11-17,"Yes",11,2012
"792","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-11-17,2012-12-08,"Yes",11,2012
"793","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-12-08,2012-12-29,"Yes",12,2012
"794","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2012-12-29,2013-01-19,"Yes",12,2012
"795","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-01-19,2013-02-09,"Yes",1,2013
"796","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-02-09,2013-03-02,"Yes",2,2013
"797","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-03-02,2013-03-23,"Yes",3,2013
"798","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-03-23,2013-04-13,"Yes",3,2013
"799","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-04-13,2013-05-04,"Yes",4,2013
"800","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-05-04,2013-05-30,"Yes",5,2013
"801","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-05-30,2013-06-17,"Yes",5,2013
"802","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-06-17,2013-07-06,"Yes",6,2013
"803","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-07-06,2013-07-27,"Yes",7,2013
"804","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-07-27,2013-08-17,"Yes",7,2013
"805","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-08-17,2013-09-07,"Yes",8,2013
"806","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-09-07,2013-09-28,"Yes",9,2013
"807","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-09-28,2013-10-19,"Yes",9,2013
"808","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-10-19,2013-11-09,"Yes",10,2013
"809","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-11-09,2013-11-30,"Yes",11,2013
"810","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-11-30,2013-12-23,"Yes",11,2013
"811","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2013-12-23,2014-01-11,"Yes",12,2013
"812","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-01-11,2014-02-15,"Yes",1,2014
"813","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-02-15,2014-03-08,"Yes",2,2014
"814","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-03-08,2014-03-29,"Yes",3,2014
"815","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-03-29,2014-04-21,"Yes",3,2014
"816","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-04-21,2014-05-12,"Yes",4,2014
"817","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-05-12,2014-05-31,"Yes",5,2014
"818","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-05-31,2014-06-21,"Yes",5,2014
"819","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-06-21,2014-07-12,"Yes",6,2014
"820","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-07-12,2014-08-04,"Yes",7,2014
"821","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-08-04,2014-08-23,"Yes",8,2014
"822","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-08-23,2014-09-13,"Yes",8,2014
"823","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-09-13,2014-09-13,"No",9,2014
"824","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-10-04,2014-10-24,"Yes",10,2014
"825","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-10-24,2014-11-15,"Yes",10,2014
"826","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-11-15,2014-11-18,"Yes",11,2014
"827","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-11-18,2014-12-06,"Yes",11,2014
"828","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-12-06,2014-12-31,"Yes",12,2014
"829","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2014-12-31,2015-01-19,"Yes",12,2014
"830","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-01-19,2015-02-09,"Yes",1,2015
"831","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-02-09,2015-03-01,"Yes",2,2015
"832","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-03-01,2015-03-23,"Yes",3,2015
"833","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-03-23,2015-04-12,"Yes",3,2015
"834","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-04-12,2015-05-10,"Yes",4,2015
"835","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-05-10,2015-05-10,"No",5,2015
"836","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-06-08,2015-07-06,"Yes",6,2015
"837","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-07-06,2015-08-10,"Yes",7,2015
"838","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-08-10,2015-09-15,"Yes",8,2015
"839","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-09-15,2015-10-11,"Yes",9,2015
"840","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-10-11,2015-11-10,"Yes",10,2015
"841","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-11-10,2015-12-14,"Yes",11,2015
"842","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2015-12-14,2016-01-07,"Yes",12,2015
"843","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-01-07,2016-02-09,"Yes",1,2016
"844","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-02-09,2016-03-16,"Yes",2,2016
"845","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-03-16,2016-04-11,"Yes",3,2016
"846","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-04-11,2016-05-11,"Yes",4,2016
"847","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-05-11,2016-06-13,"Yes",5,2016
"848","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-06-13,2016-07-08,"Yes",6,2016
"849","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-07-08,2016-08-09,"Yes",7,2016
"850","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-08-09,2016-09-12,"Yes",8,2016
"851","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-09-12,2016-10-11,"Yes",9,2016
"852","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-10-11,2016-11-16,"Yes",10,2016
"853","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-11-16,2016-12-13,"Yes",11,2016
"854","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2016-12-13,2017-01-03,"Yes",12,2016
"855","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-01-03,2017-02-13,"Yes",1,2017
"856","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-02-13,2017-03-14,"Yes",2,2017
"857","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-03-14,2017-04-04,"Yes",3,2017
"858","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-04-04,2017-04-04,"No",4,2017
"859","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-05-08,2017-06-13,"Yes",5,2017
"860","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-06-13,2017-07-10,"Yes",6,2017
"861","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-07-10,2017-08-14,"Yes",7,2017
"862","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-08-14,2017-09-11,"Yes",8,2017
"863","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-09-11,2017-10-11,"Yes",9,2017
"864","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-10-11,2017-11-14,"Yes",10,2017
"865","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-11-14,2017-12-11,"Yes",11,2017
"866","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2017-12-11,2018-01-08,"Yes",12,2017
"867","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-01-08,2018-02-12,"Yes",1,2018
"868","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-02-12,2018-03-12,"Yes",2,2018
"869","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-03-12,2018-04-09,"Yes",3,2018
"870","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-04-09,2018-05-18,"Yes",4,2018
"871","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-05-18,2018-06-12,"Yes",5,2018
"872","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-06-12,2018-07-11,"Yes",6,2018
"873","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-07-11,2018-08-16,"Yes",7,2018
"874","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-08-16,2018-09-07,"Yes",8,2018
"875","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-09-07,2018-10-10,"Yes",9,2018
"876","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-10-10,2018-11-15,"Yes",10,2018
"877","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-11-15,2018-12-10,"Yes",11,2018
"878","Wildlife Crossing Structures","Wind Valley Underpass","11","622968","5655729",2018-12-10,2019-01-07,"Yes",12,2018
